position,column,banking_name,source,training_median
705,F2016,AVG_CASH_TXNS_DB_L14D,carried through from the extract,0.0
706,F2020,AVG_CHQ_TXNS_L14D,carried through from the extract,0.0
707,F2021,AVG_CHQ_TXNS_CR_L14D,carried through from the extract,0.0
708,F2022,AVG_CHQ_TXNS_DB_L14D,carried through from the extract,0.0
709,F2023,AVG_CHQ_AMT_L14D,carried through from the extract,0.0
710,F2024,AVG_CHQ_AMT_CR_L14D,carried through from the extract,0.0
711,F2026,AVG_NON_CASH_CHQ_TXNS_L14D,carried through from the extract,1.0
712,F2027,AVG_NON_CASH_CHQ_TXNS_CR_L14D,carried through from the extract,0.333333
713,F2028,AVG_NON_CASH_CHQ_TXNS_DB_L14D,carried through from the extract,0.615385
714,F2029,AVG_NON_CASH_CHQ_AMT_L14D,carried through from the extract,23138.65088
715,F2031,AVG_NON_CASH_CHQ_AMT_DB_L14D,carried through from the extract,8893.061815
716,F2032,AVG_CI_NON_CASH_CHQ_TXNS_L14D,carried through from the extract,0.989899
717,F2033,AVG_CI_NON_CASH_CHQ_TXNS_CR_L14D,carried through from the extract,0.306452
718,F2034,AVG_CI_NON_CASH_CHQ_TXNS_DB_L14D,carried through from the extract,0.588235
719,F2035,AVG_CI_NON_CASH_CHQ_AMT_L14D,carried through from the extract,17510.69427
720,F2036,AVG_CI_NON_CASH_CHQ_AMT_CR_L14D,carried through from the extract,6151.248155
721,F2037,AVG_CI_NON_CASH_CHQ_AMT_DB_L14D,carried through from the extract,7739.861209
722,F2044,AVG_ATM_TXNS_L14D,carried through from the extract,0.0
723,F2047,AVG_ATM_AMT_L14D,carried through from the extract,0.0
724,F2050,AVG_BI_FEES_CHRGS_TXNS_L14D,carried through from the extract,0.0
725,F2051,AVG_BI_FEES_CHRGS_TXNS_CR_L14D,carried through from the extract,0.0
726,F2053,AVG_BI_FEES_CHRGS_AMT_L14D,carried through from the extract,0.0
727,F2054,AVG_BI_FEES_CHRGS_AMT_CR_L14D,carried through from the extract,0.0
728,F2056,AVG_CI_FEES_CHRGS_TXNS_L14D,carried through from the extract,0.0
729,F2059,AVG_CI_FEES_CHRGS_AMT_L14D,carried through from the extract,0.0
730,F2060,AVG_CI_FEES_CHRGS_AMT_CR_L14D,carried through from the extract,0.0
731,F2061,AVG_CI_FEES_CHRGS_AMT_DB_L14D,carried through from the extract,0.0
732,F2062,AVG_GST_TXNS_L14D,carried through from the extract,0.0
733,F2063,AVG_GST_TXNS_CR_L14D,carried through from the extract,0.0
734,F2064,AVG_GST_TXNS_DB_L14D,carried through from the extract,0.0
735,F2065,AVG_GST_AMT_L14D,carried through from the extract,0.0
736,F2066,AVG_GST_AMT_CR_L14D,carried through from the extract,0.0
737,F2067,AVG_GST_AMT_DB_L14D,carried through from the extract,0.0
738,F2068,AVG_ELEC_XFER_TXNS_L14D,carried through from the extract,0.095238
739,F2069,AVG_ELEC_XFER_TXNS_CR_L14D,carried through from the extract,0.045455
740,F2070,AVG_ELEC_XFER_TXNS_DB_L14D,carried through from the extract,0.0
741,F2071,AVG_ELEC_XFER_AMT_L14D,carried through from the extract,3701.811594
742,F2072,AVG_ELEC_XFER_AMT_CR_L14D,carried through from the extract,1399.557268
743,F2073,AVG_ELEC_XFER_AMT_DB_L14D,carried through from the extract,0.0
744,F2075,AVG_UPI_TXNS_CR_L14D,carried through from the extract,0.1
745,F2077,AVG_UPI_XFER_AMT_L14D,carried through from the extract,3251.029405
746,F2078,AVG_UPI_AMT_CR_L14D,carried through from the extract,543.276703
747,F2079,AVG_UPI_AMT_DB_L14D,carried through from the extract,1496.615845
748,F2080,AVG_NET_BNKING_TXNS_L14D,carried through from the extract,0.01433
749,F2081,AVG_NET_BNKING_TXNS_CR_L14D,carried through from the extract,0.006329
750,F2082,AVG_NET_BNKING_TXNS_DB_L14D,carried through from the extract,0.0
751,F2083,AVG_NET_BNKING_AMT_L14D,carried through from the extract,183.476705
752,F2085,AVG_NET_BNKING_AMT_DB_L14D,carried through from the extract,0.0
753,F2086,AVG_MOB_BNKING_TXNS_L14D,carried through from the extract,0.0
754,F2087,AVG_MBNKING_TXNS_CR_L14D,carried through from the extract,0.0
755,F2088,AVG_MBNKING_TXNS_DB_L14D,carried through from the extract,0.0
756,F2089,AVG_MOB_BNKING_AMT_L14D,carried through from the extract,0.0
757,F2090,AVG_MBNKING_AMT_CR_L14D,carried through from the extract,0.0
758,F2091,AVG_MBNKING_AMT_DB_L14D,carried through from the extract,0.0
759,F2092,AVG_POS_PYMT_TXNS_L14D,carried through from the extract,0.0
760,F2093,AVG_POS_PYMT_TXNS_CR_L14D,carried through from the extract,0.0
761,F2095,AVG_POS_PYMT_AMT_L14D,carried through from the extract,0.0
762,F2096,AVG_POS_PYMT_AMT_CR_L14D,carried through from the extract,0.0
763,F2104,AVG_APB_TXNS_L14D,carried through from the extract,0.0
764,F2107,AVG_APB_AMT_L14D,carried through from the extract,0.0
765,F2110,AVG_LOAN_TXNS_L14D,carried through from the extract,0.0
766,F2111,AVG_LOAN_TXNS_CR_L14D,carried through from the extract,0.0
767,F2112,AVG_LOAN_TXNS_DB_L14D,carried through from the extract,0.0
768,F2113,AVG_LOAN_AMT_L14D,carried through from the extract,0.0
769,F2114,AVG_LOAN_AMT_CR_L14D,carried through from the extract,0.0
770,F2115,AVG_LOAN_AMT_DB_L14D,carried through from the extract,0.0
771,F2116,AVG_STDNG_INSTR_L14D,carried through from the extract,0.0
772,F2117,AVG_STDNG_INSTR_CR_TXNS_L14D,carried through from the extract,0.0
773,F2118,AVG_STDNG_INSTR_DB_TXNS_L14D,carried through from the extract,0.0
774,F2119,AVG_STDNG_INSTR_AMT_L14D,carried through from the extract,0.0
775,F2120,AVG_STDNG_INSTR_AMT_CR_L14D,carried through from the extract,0.0
776,F2121,AVG_STDNG_INSTR_AMT_DB_L14D,carried through from the extract,0.0
777,F2122,AVG_CASH_TXNS_L31D,carried through from the extract,0.0
778,F2123,AVG_CASH_TXNS_CR_L31D,carried through from the extract,0.0
779,F2124,AVG_CASH_TXNS_DB_L31D,carried through from the extract,0.0
780,F2128,AVG_CHQ_TXNS_L31D,carried through from the extract,0.0
781,F2129,AVG_CHQ_TXNS_CR_L31D,carried through from the extract,0.0
782,F2130,AVG_CHQ_TXNS_DB_L31D,carried through from the extract,0.0
783,F2131,AVG_CHQ_AMT_L31D,carried through from the extract,0.0
784,F2132,AVG_CHQ_AMT_CR_L31D,carried through from the extract,0.0
785,F2134,AVG_NON_CASH_CHQ_TXNS_L31D,carried through from the extract,1.0
786,F2135,AVG_NON_CASH_CHQ_TXNS_CR_L31D,carried through from the extract,0.333333
787,F2136,AVG_NON_CASH_CHQ_TXNS_DB_L31D,carried through from the extract,0.618405
788,F2137,AVG_NON_CASH_CHQ_AMT_L31D,carried through from the extract,19904.299375
789,F2140,AVG_CI_NON_CASH_CHQ_TXNS_L31D,carried through from the extract,0.983051
790,F2141,AVG_CI_NON_CASH_CHQ_TXNS_CR_L31D,carried through from the extract,0.304878
791,F2142,AVG_CI_NON_CASH_CHQ_TXNS_DB_L31D,carried through from the extract,0.586434
792,F2143,AVG_CI_NON_CASH_CHQ_AMT_L31D,carried through from the extract,15203.34175
793,F2145,AVG_CI_NON_CASH_CHQ_AMT_DB_L31D,carried through from the extract,6783.642445
794,F2152,AVG_ATM_TXNS_L31D,carried through from the extract,0.0
795,F2155,AVG_ATM_AMT_L31D,carried through from the extract,0.0
796,F2158,AVG_BI_FEES_CHRGS_TXNS_L31D,carried through from the extract,0.0
797,F2159,AVG_BI_FEES_CHRGS_TXNS_CR_L31D,carried through from the extract,0.0
798,F2161,AVG_BI_FEES_CHRGS_AMT_L31D,carried through from the extract,0.0
799,F2162,AVG_BI_FEES_CHRGS_AMT_CR_L31D,carried through from the extract,0.0
800,F2164,AVG_CI_FEES_CHRGS_TXNS_L31D,carried through from the extract,0.0
801,F2165,AVG_CI_FEES_CHRGS_TXNS_CR_L31D,carried through from the extract,0.0
802,F2167,AVG_CI_FEES_CHRGS_AMT_L31D,carried through from the extract,0.0
803,F2168,AVG_CI_FEES_CHRGS_AMT_CR_L31D,carried through from the extract,0.0
804,F2169,AVG_CI_FEES_CHRGS_AMT_DB_L31D,carried through from the extract,0.0
805,F2170,AVG_GST_TXNS_L31D,carried through from the extract,0.0
806,F2171,AVG_GST_TXNS_CR_L31D,carried through from the extract,0.0
807,F2172,AVG_GST_TXNS_DB_L31D,carried through from the extract,0.0
808,F2173,AVG_GST_AMT_L31D,carried through from the extract,0.0
809,F2174,AVG_GST_AMT_CR_L31D,carried through from the extract,0.0
810,F2175,AVG_GST_AMT_DB_L31D,carried through from the extract,0.0
811,F2176,AVG_ELEC_XFER_TXNS_L31D,carried through from the extract,0.092918
812,F2177,AVG_ELEC_XFER_TXNS_CR_L31D,carried through from the extract,0.047619
813,F2178,AVG_ELEC_XFER_TXNS_DB_L31D,carried through from the extract,0.0
814,F2179,AVG_ELEC_XFER_AMT_L31D,carried through from the extract,3536.198138
815,F2183,AVG_UPI_TXNS_CR_L31D,carried through from the extract,0.110382
816,F2185,AVG_UPI_XFER_AMT_L31D,carried through from the extract,2984.110136
817,F2186,AVG_UPI_AMT_CR_L31D,carried through from the extract,614.134704
818,F2187,AVG_UPI_AMT_DB_L31D,carried through from the extract,1358.490133
819,F2188,AVG_NET_BNKING_TXNS_L31D,carried through from the extract,0.017241
820,F2189,AVG_NET_BNKING_TXNS_CR_L31D,carried through from the extract,0.01084
821,F2190,AVG_NET_BNKING_TXNS_DB_L31D,carried through from the extract,0.0
822,F2193,AVG_NET_BNKING_AMT_DB_L31D,carried through from the extract,0.0
823,F2194,AVG_MOB_BNKING_TXNS_L31D,carried through from the extract,0.0
824,F2195,AVG_MBNKING_TXNS_CR_L31D,carried through from the extract,0.0
825,F2196,AVG_MBNKING_TXNS_DB_L31D,carried through from the extract,0.0
826,F2197,AVG_MOB_BNKING_AMT_L31D,carried through from the extract,0.0
827,F2198,AVG_MBNKING_AMT_CR_L31D,carried through from the extract,0.0
828,F2199,AVG_MBNKING_AMT_DB_L31D,carried through from the extract,0.0
829,F2200,AVG_POS_PYMT_TXNS_L31D,carried through from the extract,0.0
830,F2203,AVG_POS_PYMT_AMT_L31D,carried through from the extract,0.0
831,F2212,AVG_APB_TXNS_L31D,carried through from the extract,0.0
832,F2215,AVG_APB_AMT_L31D,carried through from the extract,0.0
833,F2218,AVG_LOAN_TXNS_L31D,carried through from the extract,0.0
834,F2219,AVG_LOAN_TXNS_CR_L31D,carried through from the extract,0.0
835,F2220,AVG_LOAN_TXNS_DB_L31D,carried through from the extract,0.0
836,F2221,AVG_LOAN_AMT_L31D,carried through from the extract,0.0
837,F2222,AVG_LOAN_AMT_CR_L31D,carried through from the extract,0.0
838,F2223,AVG_LOAN_AMT_DB_L31D,carried through from the extract,0.0
839,F2224,AVG_STDNG_INSTR_L31D,carried through from the extract,0.0
840,F2225,AVG_STDNG_INSTR_CR_TXNS_L31D,carried through from the extract,0.0
841,F2226,AVG_STDNG_INSTR_DB_TXNS_L31D,carried through from the extract,0.0
842,F2227,AVG_STDNG_INSTR_AMT_L31D,carried through from the extract,0.0
843,F2228,AVG_STDNG_INSTR_AMT_CR_L31D,carried through from the extract,0.0
844,F2243,D_NON_CASH_CHQ_TXN_L7_14D,carried through from the extract,0.68
845,F2244,D_NON_CASH_CHQ_TXN_CR_L7_14D,carried through from the extract,0.67
846,F2245,D_NON_CASH_CHQ_TXN_DB_L7_14D,carried through from the extract,0.67
847,F2246,D_NON_CASH_CHQ_AMT_L7_14D,carried through from the extract,0.36
848,F2247,D_NON_CASH_CHQ_AMT_CR_L7_14D,carried through from the extract,0.37
849,F2248,D_NON_CASH_CHQ_AMT_DB_L7_14D,carried through from the extract,0.35
850,F2249,D_CI_NON_CASH_CHQ_TXN_L7_14D,carried through from the extract,0.69
851,F2250,D_CI_NON_CASH_CHQ_TXN_CR_L7_14D,carried through from the extract,0.71
852,F2251,D_CI_NON_CASH_CHQ_TXN_DB_L7_14D,carried through from the extract,0.67
853,F2252,D_CI_NON_CASH_CHQ_AMT_L7_14D,carried through from the extract,0.4
854,F2253,D_CI_NON_CASH_CHQ_AMT_CR_L7_14D,carried through from the extract,0.45
855,F2254,D_CI_NON_CASH_CHQ_AMT_DB_L7_14D,carried through from the extract,0.38
856,F2339,D_NON_CASH_CHQ_TXN_L14_31D,carried through from the extract,0.89
857,F2340,D_NON_CASH_CHQ_TXN_CR_L14_31D,carried through from the extract,0.88
858,F2341,D_NON_CASH_CHQ_TXN_DB_L14_31D,carried through from the extract,0.9
859,F2342,D_NON_CASH_CHQ_AMT_L14_31D,carried through from the extract,0.51
860,F2343,D_NON_CASH_CHQ_AMT_CR_L14_31D,carried through from the extract,0.5
861,F2344,D_NON_CASH_CHQ_AMT_DB_L14_31D,carried through from the extract,0.54
862,F2345,D_CI_NON_CASH_CHQ_TXN_L14_31D,carried through from the extract,0.9
863,F2346,D_CI_NON_CASH_CHQ_TXN_CR_L14_31D,carried through from the extract,0.92
864,F2347,D_CI_NON_CASH_CHQ_TXN_DB_L14_31D,carried through from the extract,0.91
865,F2348,D_CI_NON_CASH_CHQ_AMT_L14_31D,carried through from the extract,0.55
866,F2349,D_CI_NON_CASH_CHQ_AMT_CR_L14_31D,carried through from the extract,0.59
867,F2350,D_CI_NON_CASH_CHQ_AMT_DB_L14_31D,carried through from the extract,0.57
868,F2436,D_NON_CASH_CHQ_TXN_L7_31D,carried through from the extract,2.25
869,F2437,D_NON_CASH_CHQ_TXN_CR_L7_31D,carried through from the extract,2.25
870,F2438,D_NON_CASH_CHQ_TXN_DB_L7_31D,carried through from the extract,2.26
871,F2439,D_NON_CASH_CHQ_AMT_L7_31D,carried through from the extract,1.3
872,F2440,D_NON_CASH_CHQ_AMT_CR_L7_31D,carried through from the extract,1.39
873,F2441,D_NON_CASH_CHQ_AMT_DB_L7_31D,carried through from the extract,1.29
874,F2442,D_CI_NON_CASH_CHQ_TXN_L7_31D,carried through from the extract,2.3
875,F2443,D_CI_NON_CASH_CHQ_TXN_CR_L7_31D,carried through from the extract,2.4
876,F2446,D_CI_NON_CASH_CHQ_AMT_CR_L7_31D,carried through from the extract,1.62
877,F2447,D_CI_NON_CASH_CHQ_AMT_DB_L7_31D,carried through from the extract,1.36
878,F2533,DA_NON_CASH_CHQ_TXN_L7_14D,carried through from the extract,0.0
879,F2534,DA_NON_CASH_CHQ_TXN_CR_L7_14D,carried through from the extract,0.0
880,F2535,DA_NON_CASH_CHQ_TXN_DB_L7_14D,carried through from the extract,0.0
881,F2536,DA_NON_CASH_CHQ_AMT_L7_14D,carried through from the extract,-0.07
882,F2538,DA_NON_CASH_CHQ_AMT_DB_L7_14D,carried through from the extract,-0.09
883,F2539,DA_CI_NON_CASH_CHQ_TXN_L7_14D,carried through from the extract,0.0
884,F2540,DA_CI_NON_CASH_CHQ_TXN_CR_L7_14D,carried through from the extract,0.0
885,F2541,DA_CI_NON_CASH_CHQ_TXN_DB_L7_14D,carried through from the extract,0.0
886,F2634,DA_NON_CASH_CHQ_TXN_L14_31D,carried through from the extract,0.0
887,F2635,DA_NON_CASH_CHQ_TXN_CR_L14_31D,carried through from the extract,0.0
888,F2636,DA_NON_CASH_CHQ_TXN_DB_L14_31D,carried through from the extract,0.0
889,F2637,DA_NON_CASH_CHQ_AMT_L14_31D,carried through from the extract,-0.08
890,F2638,DA_NON_CASH_CHQ_AMT_CR_L14_31D,carried through from the extract,-0.09
891,F2639,DA_NON_CASH_CHQ_AMT_DB_L14_31D,carried through from the extract,-0.09
892,F2640,DA_CI_NON_CASH_CHQ_TXN_L14_31D,carried through from the extract,0.0
893,F2641,DA_CI_NON_CASH_CHQ_TXN_CR_14_31D,carried through from the extract,0.0
894,F2642,DA_CI_NON_CASH_CHQ_TXN_DB_14_31D,carried through from the extract,0.0
895,F2643,DA_CI_NON_CASH_CHQ_AMT_L14_31D,carried through from the extract,-0.09
896,F2644,DA_CI_NON_CASH_CHQ_AMT_CR_14_31D,carried through from the extract,-0.1
897,F2645,DA_CI_NON_CASH_CHQ_AMT_DB_14_31D,carried through from the extract,-0.1
898,F2734,DA_NON_CASH_CHQ_TXN_L7_31D,carried through from the extract,0.0
899,F2735,DA_NON_CASH_CHQ_TXN_CR_L7_31D,carried through from the extract,0.0
900,F2736,DA_NON_CASH_CHQ_TXN_DB_L7_31D,carried through from the extract,0.0
901,F2737,DA_NON_CASH_CHQ_AMT_L7_31D,carried through from the extract,-0.15
902,F2739,DA_NON_CASH_CHQ_AMT_DB_L7_31D,carried through from the extract,-0.17
903,F2740,DA_CI_NON_CASH_CHQ_TXN_L7_31D,carried through from the extract,0.0
904,F2741,DA_CI_NON_CASH_CHQ_TXN_CR_L7_31D,carried through from the extract,0.0
905,F2742,DA_CI_NON_CASH_CHQ_TXN_DB_L7_31D,carried through from the extract,-0.01
906,F2743,DA_CI_NON_CASH_CHQ_AMT_L7_31D,carried through from the extract,-0.16
907,F2745,DA_CI_NON_CASH_CHQ_AMT_DB_L7_31D,carried through from the extract,-0.18
908,F2841,D_TA_NON_CASH_CHQ_TXN_L7D,carried through from the extract,31.0
909,F2949,D_TA_NON_CASH_CHQ_TXN_L14D,carried through from the extract,55.0
910,F3055,D_TA_NON_CASH_CHQ_TXN_L31D,carried through from the extract,106.0
911,F3148,D_CASH_TXN_7D_OCC,carried through from the extract,-1.0
912,F3149,D_CASH_TXN_CR_7D_OCC,carried through from the extract,-1.0
913,F3150,D_CASH_TXN_DB_7D_OCC,carried through from the extract,-1.0
914,F3151,D_CASH_AMT_7D_OCC,carried through from the extract,-1.0
915,F3152,D_CASH_AMT_CR_7D_OCC,carried through from the extract,-1.0
916,F3153,D_CASH_AMT_DB_7D_OCC,carried through from the extract,-1.0
917,F3154,D_CHQ_TXN_7D_OCC,carried through from the extract,-1.0
918,F3155,D_CHQ_TXN_CR_7D_OCC,carried through from the extract,-1.0
919,F3156,D_CHQ_TXN_DB_7D_OCC,carried through from the extract,-1.0
920,F3157,D_CHQ_AMT_7D_OCC,carried through from the extract,-1.0
921,F3160,D_NON_CASH_CHQ_TXN_7D_OCC,carried through from the extract,-1.0
922,F3161,D_NON_CASH_CHQ_TXN_CR_7D_OCC,carried through from the extract,-1.0
923,F3162,D_NON_CASH_CHQ_TXN_DB_7D_OCC,carried through from the extract,-1.0
924,F3163,D_NON_CASH_CHQ_AMT_7D_OCC,carried through from the extract,-1.0
925,F3164,D_NON_CASH_CHQ_AMT_CR_7D_OCC,carried through from the extract,-1.0
926,F3165,D_NON_CASH_CHQ_AMT_DB_7D_OCC,carried through from the extract,-1.0
927,F3166,D_CI_NON_CASH_CHQ_TXN_7D_OCC,carried through from the extract,-1.0
928,F3168,D_CI_NON_CASH_CHQ_TXN_DB_7D_OCC,carried through from the extract,-1.0
929,F3169,D_CI_NON_CASH_CHQ_AMT_7D_OCC,carried through from the extract,-1.0
930,F3170,D_CI_NON_CASH_CHQ_AMT_CR_7D_OCC,carried through from the extract,-1.0
931,F3171,D_CI_NON_CASH_CHQ_AMT_DB_7D_OCC,carried through from the extract,-1.0
932,F3178,D_ATM_TXN_7D_OCC,carried through from the extract,-1.0
933,F3181,D_ATM_AMT_7D_OCC,carried through from the extract,-1.0
934,F3184,D_BI_FEES_CHRGS_TXN_7D_OCC,carried through from the extract,-1.0
935,F3185,D_BI_FEES_CHRGS_TXN_CR_7D_OCC,carried through from the extract,-1.0
936,F3187,D_BI_FEES_CHRGS_AMT_7D_OCC,carried through from the extract,-1.0
937,F3188,D_BI_FEES_CHRGS_AMT_CR_7D_OCC,carried through from the extract,-1.0
938,F3190,D_CI_FEES_CHRGS_TXN_7D_OCC,carried through from the extract,-1.0
939,F3191,D_CI_FEES_CHRGS_TXN_CR_7D_OCC,carried through from the extract,-1.0
940,F3192,D_CI_FEES_CHRGS_TXN_DB_7D_OCC,carried through from the extract,-1.0
941,F3193,D_CI_FEES_CHRGS_AMT_7D_OCC,carried through from the extract,-1.0
942,F3194,D_CI_FEES_CHRGS_AMT_CR_7D_OCC,carried through from the extract,-1.0
943,F3195,D_CI_FEES_CHRGS_AMT_DB_7D_OCC,carried through from the extract,-1.0
944,F3196,D_GST_TXN_7D_OCC,carried through from the extract,-1.0
945,F3197,D_GST_TXN_CR_7D_OCC,carried through from the extract,-1.0
946,F3200,D_GST_AMT_CR_7D_OCC,carried through from the extract,-1.0
947,F3202,D_ELEC_XFER_TXN_7D_OCC,carried through from the extract,-1.0
948,F3203,D_ELEC_XFER_TXN_CR_7D_OCC,carried through from the extract,-1.0
949,F3204,D_ELEC_XFER_TXN_DB_7D_OCC,carried through from the extract,-1.0
950,F3205,D_ELEC_XFER_AMT_7D_OCC,carried through from the extract,-1.0
951,F3206,D_ELEC_XFER_AMT_CR_7D_OCC,carried through from the extract,-1.0
952,F3207,D_ELEC_XFER_AMT_DB_7D_OCC,carried through from the extract,-1.0
953,F3208,D_UPI_XFER_TXN_7D_OCC,carried through from the extract,-1.0
954,F3209,D_UPI_TXN_CR_7D_OCC,carried through from the extract,-1.0
955,F3210,D_UPI_TXN_DB_7D_OCC,carried through from the extract,-1.0
956,F3211,D_UPI_XFER_AMT_7D_OCC,carried through from the extract,-1.0
957,F3212,D_UPI_AMT_CR_7D_OCC,carried through from the extract,-1.0
958,F3213,D_UPI_AMT_DB_7D_OCC,carried through from the extract,-1.0
959,F3214,D_NET_BNKING_TXN_7D_OCC,carried through from the extract,-1.0
960,F3215,D_NET_BNKING_TXN_CR_7D_OCC,carried through from the extract,-1.0
961,F3216,D_NET_BNKING_TXN_DB_7D_OCC,carried through from the extract,-1.0
962,F3217,D_NET_BNKING_AMT_7D_OCC,carried through from the extract,-1.0
963,F3218,D_NET_BNKING_AMT_CR_7D_OCC,carried through from the extract,-1.0
964,F3219,D_NET_BNKING_AMT_DB_7D_OCC,carried through from the extract,-1.0
965,F3220,D_MOB_BNKING_TXN_7D_OCC,carried through from the extract,-1.0
966,F3221,D_MBNKING_TXN_CR_7D_OCC,carried through from the extract,-1.0
967,F3222,D_MBNKING_TXN_DB_7D_OCC,carried through from the extract,-1.0
968,F3223,D_MOB_BNKING_AMT_7D_OCC,carried through from the extract,-1.0
969,F3224,D_MBNKING_AMT_CR_7D_OCC,carried through from the extract,-1.0
970,F3225,D_MBNKING_AMT_DB_7D_OCC,carried through from the extract,-1.0
971,F3226,D_POS_PYMT_TXN_7D_OCC,carried through from the extract,-1.0
972,F3227,D_POS_PYMT_TXN_CR_7D_OCC,carried through from the extract,-1.0
973,F3229,D_POS_PYMT_AMT_7D_OCC,carried through from the extract,-1.0
974,F3238,D_APB_TXN_7D_OCC,carried through from the extract,-1.0
975,F3241,D_APB_AMT_7D_OCC,carried through from the extract,-1.0
976,F3244,D_LOAN_TXN_7D_OCC,carried through from the extract,-1.0
977,F3245,D_LOAN_TXN_CR_7D_OCC,carried through from the extract,-1.0
978,F3247,D_LOAN_AMT_7D_OCC,carried through from the extract,-1.0
979,F3248,D_LOAN_AMT_CR_7D_OCC,carried through from the extract,-1.0
980,F3249,D_LOAN_AMT_DB_7D_OCC,carried through from the extract,-1.0
981,F3250,D_STDNG_INSTR_7D_OCC,carried through from the extract,-1.0
982,F3251,D_STDNG_INSTR_CR_TXN_7D_OCC,carried through from the extract,-1.0
983,F3252,D_STDNG_INSTR_DB_TXN_7D_OCC,carried through from the extract,-1.0
984,F3253,D_STDNG_INSTR_AMT_7D_OCC,carried through from the extract,-1.0
985,F3255,D_STDNG_INSTR_AMT_DB_7D_OCC,carried through from the extract,-1.0
986,F3256,D_CASH_TXN_14D_OCC,carried through from the extract,-1.0
987,F3257,D_CASH_TXN_CR_14D_OCC,carried through from the extract,-1.0
988,F3258,D_CASH_TXN_DB_14D_OCC,carried through from the extract,-1.0
989,F3259,D_CASH_AMT_14D_OCC,carried through from the extract,-1.0
990,F3260,D_CASH_AMT_CR_14D_OCC,carried through from the extract,-1.0
991,F3261,D_CASH_AMT_DB_14D_OCC,carried through from the extract,-1.0
992,F3262,D_CHQ_TXN_14D_OCC,carried through from the extract,-1.0
993,F3263,D_CHQ_TXN_CR_14D_OCC,carried through from the extract,-1.0
994,F3264,D_CHQ_TXN_DB_14D_OCC,carried through from the extract,-1.0
995,F3268,D_NON_CASH_CHQ_TXN_14D_OCC,carried through from the extract,-1.0
996,F3271,D_NON_CASH_CHQ_AMT_14D_OCC,carried through from the extract,-1.0
997,F3272,D_NON_CASH_CHQ_AMT_CR_14D_OCC,carried through from the extract,-1.0
998,F3273,D_NON_CASH_CHQ_AMT_DB_14D_OCC,carried through from the extract,-1.0
999,F3274,D_CI_NON_CASH_CHQ_TXN_14D_OCC,carried through from the extract,-1.0
1000,F3275,D_CI_NON_CASH_CHQ_TXN_CR_14D_OCC,carried through from the extract,-1.0
1001,F3277,D_CI_NON_CASH_CHQ_AMT_14D_OCC,carried through from the extract,-1.0
1002,F3278,D_CI_NON_CASH_CHQ_AMT_CR_14D_OCC,carried through from the extract,-1.0
1003,F3279,D_CI_NON_CASH_CHQ_AMT_DB_14D_OCC,carried through from the extract,-1.0
1004,F3286,D_ATM_TXN_14D_OCC,carried through from the extract,-1.0
1005,F3289,D_ATM_AMT_14D_OCC,carried through from the extract,-1.0
1006,F3292,D_BI_FEES_CHRGS_TXN_14D_OCC,carried through from the extract,-1.0
1007,F3295,D_BI_FEES_CHRGS_AMT_14D_OCC,carried through from the extract,-1.0
1008,F3296,D_BI_FEES_CHRGS_AMT_CR_14D_OCC,carried through from the extract,-1.0
1009,F3298,D_CI_FEES_CHRGS_TXN_14D_OCC,carried through from the extract,-1.0
1010,F3300,D_CI_FEES_CHRGS_TXN_DB_14D_OCC,carried through from the extract,-1.0
1011,F3301,D_CI_FEES_CHRGS_AMT_14D_OCC,carried through from the extract,-1.0
1012,F3302,D_CI_FEES_CHRGS_AMT_CR_14D_OCC,carried through from the extract,-1.0
1013,F3303,D_CI_FEES_CHRGS_AMT_DB_14D_OCC,carried through from the extract,-1.0
1014,F3305,D_GST_TXN_CR_14D_OCC,carried through from the extract,-1.0
1015,F3308,D_GST_AMT_CR_14D_OCC,carried through from the extract,-1.0
1016,F3310,D_ELEC_XFER_TXN_14D_OCC,carried through from the extract,-1.0
1017,F3311,D_ELEC_XFER_TXN_CR_14D_OCC,carried through from the extract,-1.0
1018,F3312,D_ELEC_XFER_TXN_DB_14D_OCC,carried through from the extract,-1.0
1019,F3313,D_ELEC_XFER_AMT_14D_OCC,carried through from the extract,-1.0
1020,F3314,D_ELEC_XFER_AMT_CR_14D_OCC,carried through from the extract,-1.0
1021,F3315,D_ELEC_XFER_AMT_DB_14D_OCC,carried through from the extract,-1.0
1022,F3316,D_UPI_XFER_TXN_14D_OCC,carried through from the extract,-1.0
1023,F3317,D_UPI_TXN_CR_14D_OCC,carried through from the extract,-1.0
1024,F3318,D_UPI_TXN_DB_14D_OCC,carried through from the extract,-1.0
1025,F3319,D_UPI_XFER_AMT_14D_OCC,carried through from the extract,-1.0
1026,F3320,D_UPI_AMT_CR_14D_OCC,carried through from the extract,-1.0
1027,F3321,D_UPI_AMT_DB_14D_OCC,carried through from the extract,-1.0
1028,F3322,D_NET_BNKING_TXN_14D_OCC,carried through from the extract,-1.0
1029,F3323,D_NET_BNKING_TXN_CR_14D_OCC,carried through from the extract,-1.0
1030,F3324,D_NET_BNKING_TXN_DB_14D_OCC,carried through from the extract,-1.0
1031,F3325,D_NET_BNKING_AMT_14D_OCC,carried through from the extract,-1.0
1032,F3326,D_NET_BNKING_AMT_CR_14D_OCC,carried through from the extract,-1.0
1033,F3327,D_NET_BNKING_AMT_DB_14D_OCC,carried through from the extract,-1.0
